logradouro,bairro,hierarquia,velocidade_maxima,peso_h,peso_v
RUA DONA FLORINDA,ANDARAÍ,Local,30,1,"1,0"
RUA DOS LEÕES,ANDARAÍ,Local,20,1,"1,0"
RUA DOUTOR AQUINO,ANDARAÍ,Local,30,1,"1,0"
RUA FELIZ LEMBRANÇA,ANDARAÍ,Local,30,1,"1,0"
RUA FERREIRA PONTES,ANDARAÍ,Local,30,1,"1,0"
RUA GASTÃO PENALVA,ANDARAÍ,Local,20,1,"1,0"
RUA GOIANIA,ANDARAÍ,Local,20,1,"1,0"
RUA GOMES BRAGA,ANDARAÍ,Local,30,1,"1,0"
RUA JACAMAR,ANDARAÍ,Local,30,1,"1,0"
RUA LADISLAU NETO,ANDARAÍ,Local,30,1,"1,0"
RUA LEOPOLDO,ANDARAÍ,Local,30,1,"1,0"
RUA MAXWELL,ANDARAÍ,Coletora,40,2,"1,2"
RUA NICOLAU MOREIRA,ANDARAÍ,Local,30,1,"1,0"
RUA NOSSA SENHORA DE LOURDES,ANDARAÍ,Local,30,1,"1,0"
RUA PADRE OLIVÉRIO KRAEMER,ANDARAÍ,Local,30,1,"1,0"
RUA PAULA BRITO,ANDARAÍ,Local,30,1,"1,0"
RUA PONTES CORREA,ANDARAÍ,Local,30,1,"1,0"
RUA PROFESSOR PIZARRO,ANDARAÍ,Local,20,1,"1,0"
RUA ROCHA POMBO,ANDARAÍ,Local,20,1,"1,0"
RUA ROSA E SILVA,ANDARAÍ,Local,30,1,"1,0"
RUA SANTA MARIA ROSSELLO,ANDARAÍ,Local,30,1,"1,0"
RUA SANTO AGOSTINHO,ANDARAÍ,Local,30,1,"1,0"
RUA SANTO ESTEVAM,ANDARAÍ,Local,30,1,"1,0"
RUA SANTOS VALE,ANDARAÍ,Local,20,1,"1,0"
RUA SIDERAL,ANDARAÍ,Local,30,1,"1,0"
RUA SILVA TELES,ANDARAÍ,Local,30,1,"1,0"
RUA SOUSA CRUZ,ANDARAÍ,Local,30,1,"1,0"
RUA TENENTE MARQUES DE SOUSA,ANDARAÍ,Local,30,1,"1,0"
RUA URUGUAI,ANDARAÍ,Coletora,40,2,"1,2"
RUA VEGA,ANDARAÍ,Local,30,1,"1,0"
RUA VIA LÁCTEA,ANDARAÍ,Local,30,1,"1,0"
TRAVESSA AGATA DO ANDARAÍ,ANDARAÍ,Local,20,1,"1,0"
TRAVESSA CAMINHA,ANDARAÍ,Local,30,1,"1,0"
TRAVESSA CARMINA,ANDARAÍ,Local,30,1,"1,0"
TRAVESSA COMPORTA,ANDARAÍ,Local,20,1,"1,0"
TRAVESSA EVALDO GOMES DA PAIXÃO,ANDARAÍ,Local,30,1,"1,0"
TRAVESSA FERREIRA PONTES,ANDARAÍ,Local,20,1,"1,0"
TRAVESSA HELIA BASILIO DA SILVA,ANDARAÍ,Local,20,1,"1,0"
TRAVESSA MARLENE DOS SANTOS MELLO,ANDARAÍ,Local,30,1,"1,0"
TRAVESSA NEUZA BITTENCOURT DE ANDRADE,ANDARAÍ,Local,20,1,"1,0"
TRAVESSA NORBERTO AUGUSTO MOUTINHO,ANDARAÍ,Local,30,1,"1,0"
TRAVESSA RAIMUNDA ASTROGILDA DA SILVA,ANDARAÍ,Local,30,1,"1,0"
TRAVESSA SACULO,ANDARAÍ,Local,30,1,"1,0"
TRAVESSA SÁ E ALBUQUERQUE,ANDARAÍ,Local,30,1,"1,0"
TRAVESSA VASCONCELOS,ANDARAÍ,Local,30,1,"1,0"
TRAVESSA VINTE E NOVE,ANDARAÍ,Local,30,1,"1,0"
TRAVESSA WILSON NOGUEIRA DE SOUZA,ANDARAÍ,Local,20,1,"1,0"
AVENIDA ARQUITETO AFFONSO DA SILVEIRA FILHO,ANIL,Local,30,1,"1,0"
AVENIDA CANAL DO ANIL,ANIL,Local,30,1,"1,0"
AVENIDA ENGENHEIRO SOUZA FILHO,ANIL,Arterial secundária,60,3,"2,0"
AVENIDA OTAVIO MALTA,ANIL,Local,30,1,"1,0"
AVENIDA SARGENTO CARLOS ARGEMIRO CAMARGO,ANIL,Local,30,1,"1,0"
AVENIDA SÃO GUILHERME DE NORWICH,ANIL,Local,30,1,"1,0"
AVENIDA TENENTE-CORONEL MUNIZ DE ARAGÃO,ANIL,Coletora,40,2,"1,2"
CAMINHO TAMANCARIA,ANIL,Local,30,1,"1,0"
ESTRADA CURIPÓS,ANIL,Local,30,1,"1,0"
ESTRADA DA URUCANGA,ANIL,Local,30,1,"1,0"
ESTRADA DE JACAREPAGUÁ,ANIL,Arterial secundária,60,3,"2,0"
ESTRADA DO ENGENHO D´ÁGUA,ANIL,Coletora,40,2,"1,2"
ESTRADA DO QUITITE,ANIL,Local,20,1,"1,0"
PRAÇA JUAREZ BARROSO,ANIL,Local,30,1,"1,0"
PRAÇA MORENO,ANIL,Local,30,1,"1,0"
PRAÇA SOLDADO MARIO KOSEL FILHO,ANIL,Local,30,1,"1,0"
RUA ABIB SELEM,ANIL,Local,30,1,"1,0"
RUA ACURCIO TORRES,ANIL,Local,30,1,"1,0"
RUA AGUINELO QUINTELA NETO,ANIL,Local,30,1,"1,0"
RUA ALDO RANGEL DE CARVALHO,ANIL,Local,30,1,"1,0"
RUA ALMIRANTE FELINTO PERRY,ANIL,Local,30,1,"1,0"
RUA ALTO DA SERRA,ANIL,Local,30,1,"1,0"
RUA AMARILIO SALGADO,ANIL,Local,30,1,"1,0"
RUA ARATICUM,ANIL,Local,30,1,"1,0"
RUA ARCO IRIS,ANIL,Local,30,1,"1,0"
RUA ARROIO FUNDO,ANIL,Local,30,1,"1,0"
RUA B,ANIL,Local,20,1,"1,0"
RUA BANDEIRA DO SUL,ANIL,Local,30,1,"1,0"
RUA BARRA DO MENDES,ANIL,Local,30,1,"1,0"
RUA BARTOLOMEU BUENO DA SILVA,ANIL,Local,30,1,"1,0"
RUA BATISTA CAETANO,ANIL,Local,30,1,"1,0"
RUA BENITO JUAREZ,ANIL,Local,30,1,"1,0"
RUA BORBOLETA AMARELA,ANIL,Local,30,1,"1,0"
RUA C - PAL 28783,ANIL,Local,30,1,"1,0"
RUA CANDIDO MOTA FILHO,ANIL,Local,30,1,"1,0"
RUA CARINHOSO,ANIL,Local,30,1,"1,0"
RUA CARLOS RIZZINI,ANIL,Local,30,1,"1,0"
RUA CARLOS SOARES PEREIRA,ANIL,Local,30,1,"1,0"
RUA CARMEM DOLORES,ANIL,Local,30,1,"1,0"
RUA COLUMEIA,ANIL,Local,30,1,"1,0"
RUA CORDILINE,ANIL,Local,30,1,"1,0"
RUA CORONEL VERCESSI,ANIL,Local,30,1,"1,0"
RUA COUTINHO CAVALCANTI,ANIL,Local,30,1,"1,0"
RUA CROTON,ANIL,Local,30,1,"1,0"
RUA D - PAL 28783,ANIL,Local,30,1,"1,0"
RUA DA SABEDORIA,ANIL,Local,30,1,"1,0"
RUA DA VILA PAL 29621,ANIL,Local,30,1,"1,0"
RUA DEOCLECIANO D´OLIVEIRA,ANIL,Local,30,1,"1,0"
RUA DO BEM QUERER,ANIL,Local,30,1,"1,0"
RUA DOIS,ANIL,Local,20,1,"1,0"
RUA DOM CASMURRO,ANIL,Local,30,1,"1,0"
RUA DONA FLOR,ANIL,Local,30,1,"1,0"
RUA E PAA 10333/PAL 39264-A,ANIL,Local,30,1,"1,0"
RUA ENAMORADO DA VILA,ANIL,Local,30,1,"1,0"
RUA ENCONTRO MARCADO,ANIL,Local,30,1,"1,0"
RUA ENGENHEIRO ALBERTO BORGES,ANIL,Local,30,1,"1,0"
RUA ESCRAVA ISAURA,ANIL,Local,30,1,"1,0"
RUA ESTRELA DA MANHÃ,ANIL,Local,30,1,"1,0"
RUA ESTRELA SOLITARIA,ANIL,Local,30,1,"1,0"
RUA FILODENDRO,ANIL,Local,30,1,"1,0"
RUA FRANCISCA JULIA,ANIL,Local,30,1,"1,0"
RUA FRANCISCO SATURNINO BRAGA,ANIL,Local,30,1,"1,0"
RUA GENERAL ANDRE CHAVES,ANIL,Local,30,1,"1,0"
RUA GENERAL JOSÉ EULÁLIO,ANIL,Local,30,1,"1,0"
RUA HENRICO FERMI,ANIL,Local,30,1,"1,0"
RUA IRESINE,ANIL,Local,30,1,"1,0"
RUA ISAAC NEWTON,ANIL,Local,30,1,"1,0"
RUA ITUVERAVA,ANIL,Coletora,40,2,"1,2"
RUA IZA CARRIJO,ANIL,Local,30,1,"1,0"
RUA JACAREPAGUA,ANIL,Local,60,1,"2,0"
RUA JORGE FIGUEIREDO,ANIL,Local,30,1,"1,0"
RUA LAGOA GRANDE,ANIL,Local,30,1,"1,0"
RUA LAGOA SANTA,ANIL,Local,30,1,"1,0"
RUA LINO COUTINHO,ANIL,Local,30,1,"1,0"
RUA LUIS PEDROSO DE BARROS,ANIL,Local,30,1,"1,0"
RUA MAJOR MARIO MARTINS,ANIL,Local,30,1,"1,0"
RUA MARECHAL TERRA URURAHY,ANIL,Local,30,1,"1,0"
RUA NELSON SAMPAIO,ANIL,Local,20,1,"1,0"
RUA O TEMPO E O VENTO,ANIL,Local,30,1,"1,0"
RUA OLGA NOBRE,ANIL,Local,30,1,"1,0"
RUA OSCAR LOPES,ANIL,Local,30,1,"1,0"
RUA OSWALDO SANTIAGO,ANIL,Local,30,1,"1,0"
RUA PASCOAL MOREIRA LEME,ANIL,Local,30,1,"1,0"
RUA PEDRA DO PADRE,ANIL,Local,30,1,"1,0"
RUA PIONEIROS,ANIL,Local,30,1,"1,0"
RUA PRAIA GRANDE,ANIL,Local,30,1,"1,0"
RUA PROFESSOR FERNANDO RAJA GABAGLIA,ANIL,Local,30,1,"1,0"
RUA PROJETADA E PAA 12396/PAL 48172,ANIL,Local,30,1,"1,0"
RUA PÔR-DO-SOL DO ANIL,ANIL,Local,30,1,"1,0"
RUA QUITAUNA,ANIL,Local,30,1,"1,0"
RUA RAMIRO RIBEIRO,ANIL,Local,30,1,"1,0"
RUA RAPOSO TAVARES,ANIL,Local,30,1,"1,0"
RUA RAUL RUDGE,ANIL,Local,30,1,"1,0"
RUA RAUL SEIXAS,ANIL,Local,30,1,"1,0"
RUA RENATO DE CASTRO,ANIL,Local,30,1,"1,0"
RUA REPRESA DOS CIGANOS,ANIL,Local,30,1,"1,0"
RUA RIO DOS PASSARINHOS,ANIL,Local,30,1,"1,0"
RUA RIOLÂNDIA,ANIL,Local,30,1,"1,0"
RUA ROBERTO OSWALDO CRUZ,ANIL,Local,30,1,"1,0"
RUA ROSÁLIA,ANIL,Local,30,1,"1,0"
RUA SALVÍNIA,ANIL,Local,30,1,"1,0"
RUA SERRA VERDE DO ANIL,ANIL,Local,30,1,"1,0"
RUA SOLDADO JOSE MENEZES FILHO,ANIL,Local,30,1,"1,0"
RUA SOLDADO JOÃO DE DEUS ARAUJO,ANIL,Local,30,1,"1,0"
RUA SOLDADO LINO VITOR DOS SANTOS,ANIL,Local,30,1,"1,0"
RUA SOLDADO LUIZ GONZAGA,ANIL,Coletora,40,2,"1,2"
RUA SOLDADO ORLANDO HENRIQUE,ANIL,Local,30,1,"1,0"
RUA SOLDADO PERICLES LEAL BEZERRA,ANIL,Local,30,1,"1,0"
RUA SOLDADO WILSON FRANÇA,ANIL,Local,30,1,"1,0"
RUA SOLDADO ÁLVARO DE SOUZA PEREIRA,ANIL,Local,30,1,"1,0"
RUA SÉRGIO GURGEL LAMOTHE,ANIL,Local,30,1,"1,0"
RUA TINHORÃO,ANIL,Local,30,1,"1,0"
RUA TREVO,ANIL,Local,20,1,"1,0"
RUA VITOR DE ANGELIS,ANIL,Local,30,1,"1,0"
RUA VITÓRIA,ANIL,Local,30,1,"1,0"
RUA WILSON DE AGUIAR,ANIL,Local,20,1,"1,0"
RUA ZANONI FERRITE,ANIL,Local,30,1,"1,0"
TRAVESSA 5 PAA 12396/PAL 48172,ANIL,Local,30,1,"1,0"
TRAVESSA RANCHO GRANDE,ANIL,Local,30,1,"1,0"
RUA ALCIDES ROSA,ARGENTINO,Local,30,1,"1,0"
RUA CABO HERCULANO,ARGENTINO,Local,30,1,"1,0"
RUA CABO ROCHA,ARGENTINO,Local,30,1,"1,0"
RUA EMÍLIO MIRANDA,ARGENTINO,Local,30,1,"1,0"
RUA ENGENHEIRO FRANCELINO MOTA,ARGENTINO,Local,30,1,"1,0"
AVENIDA DOUTOR AGENOR DE ALMEIDA LOYOLA,BANCÁRIOS,Coletora,40,2,"1,2"
AVENIDA ILHA DAS ENXADAS,BANCÁRIOS,Coletora,40,2,"1,2"
AVENIDA ILHA DO FUNDÃO,BANCÁRIOS,Coletora,30,2,"1,0"
AVENIDA PARANAPUÃ,BANCÁRIOS,Coletora,40,2,"1,2"
PRAIA CONGONHAS DO CAMPO,BANCÁRIOS,Coletora,40,2,"1,2"
PRAÇA ILHA BROCOIÓ,BANCÁRIOS,Local,30,1,"1,0"
PRAÇA ILHA DO BRAÇO FORTE,BANCÁRIOS,Local,30,1,"1,0"
RUA ALIPIO DUTRA,BANCÁRIOS,Local,30,1,"1,0"
RUA ANGELO PIMENTEL,BANCÁRIOS,Local,30,1,"1,0"
RUA ARITAGUA,BANCÁRIOS,Local,30,1,"1,0"
RUA BENEDITO PATRICIO,BANCÁRIOS,Local,40,1,"1,2"
RUA BOM FUTURO,BANCÁRIOS,Local,30,1,"1,0"
RUA CABO BRANCO,BANCÁRIOS,Local,30,1,"1,0"
RUA CARICE,BANCÁRIOS,Local,30,1,"1,0"
RUA CARLOS ILIDRO,BANCÁRIOS,Local,30,1,"1,0"
RUA CARLOS MAGNO,BANCÁRIOS,Local,30,1,"1,0"
RUA CERRO AZUL,BANCÁRIOS,Local,30,1,"1,0"
RUA COSTA DORIA,BANCÁRIOS,Local,30,1,"1,0"
RUA DEMÉTRIO DE TOLEDO,BANCÁRIOS,Local,30,1,"1,0"
RUA DOUTOR AGOSTINHO DE AGUIAR,BANCÁRIOS,Local,30,1,"1,0"
RUA DOUTOR ANTONIO DE MEDEIROS,BANCÁRIOS,Local,30,1,"1,0"
RUA DOUTOR BERNARDINO GOMES,BANCÁRIOS,Local,30,1,"1,0"
RUA DOUTOR CLAUDIO LUIZ,BANCÁRIOS,Local,30,1,"1,0"
RUA DOUTOR JORGE DINIZ,BANCÁRIOS,Local,30,1,"1,0"
RUA DOUTOR JOSE MARTINS,BANCÁRIOS,Local,30,1,"1,0"
RUA DOUTOR MANUEL MARREIROS,BANCÁRIOS,Local,30,1,"1,0"
RUA EUTIQUIO SOLEDADE,BANCÁRIOS,Local,30,1,"1,0"
RUA FERNANDO DE NORONHA,BANCÁRIOS,Local,30,1,"1,0"
RUA FRANCISCA MATOS,BANCÁRIOS,Local,30,1,"1,0"
RUA GIPOIA,BANCÁRIOS,Local,30,1,"1,0"
RUA GOVERNADOR MARTIM DE SÁ,BANCÁRIOS,Local,30,1,"1,0"
RUA H,BANCÁRIOS,Local,30,1,"1,0"
RUA ILHA DAS COBRAS,BANCÁRIOS,Local,30,1,"1,0"
RUA ILHA FISCAL,BANCÁRIOS,Local,30,1,"1,0"
RUA INÁCIO DE BULHÕES,BANCÁRIOS,Local,30,1,"1,0"
RUA JUAN PABLO DUARTE,BANCÁRIOS,Local,30,1,"1,0"
RUA LUIZA REGADAS,BANCÁRIOS,Local,30,1,"1,0"
RUA LÉLIO DE SOUSA,BANCÁRIOS,Local,30,1,"1,0"
RUA MAX YANTOK,BANCÁRIOS,Local,30,1,"1,0"
RUA MONSENHOR HENRIQUE MAGALHÃES,BANCÁRIOS,Local,40,1,"1,2"
RUA PROFESSOR EURICO VILELA,BANCÁRIOS,Local,30,1,"1,0"
RUA PROFESSOR HILARIÃO DA ROCHA,BANCÁRIOS,Local,30,1,"1,0"
RUA QUATIS,BANCÁRIOS,Local,30,1,"1,0"
RUA RODÉSIA,BANCÁRIOS,Local,30,1,"1,0"
RUA SEBASTIÃO DE SAMPAIO,BANCÁRIOS,Local,30,1,"1,0"
RUA VIEIRA D´ALMEIDA,BANCÁRIOS,Local,30,1,"1,0"
RUA VINTE E OITO DE OUTUBRO - PAL 41234,BANCÁRIOS,Local,30,1,"1,0"
RUA VITAL FONTOURA,BANCÁRIOS,Local,30,1,"1,0"
RUA VIÚVA AMARAL,BANCÁRIOS,Local,30,1,"1,0"
TRAVESSA SANTOS DUMONT - PAL 41234,BANCÁRIOS,Local,30,1,"1,0"
AVENIDA ALFREDO ALBUQUERQUE,BANGU,Coletora,30,2,"1,0"
AVENIDA ALMIRANTE AYMARA XAVIER DE SOUZA,BANGU,Local,30,1,"1,0"
AVENIDA BRASIL,BANGU,Estrutural,90,5,"3,0"
AVENIDA CANAL DO RIO SARAPUÍ,BANGU,Local,30,1,"1,0"
AVENIDA CARLOS SAMPAIO CORREA,BANGU,Local,30,1,"1,0"
AVENIDA CASTOR DE ANDRADE,BANGU,Local,20,1,"1,0"
AVENIDA CÔNEGO VASCONCELOS,BANGU,Coletora,40,2,"1,2"
AVENIDA DE SANTA CRUZ,BANGU,Arterial primária,60,4,"2,0"
AVENIDA DEZENOVE DE ABRIL,BANGU,Local,30,1,"1,0"
AVENIDA DO CATEQUISTA,BANGU,Coletora,30,2,"1,0"
AVENIDA DO CORRETOR,BANGU,Local,30,1,"1,0"
AVENIDA DO FUNCIONÁRIO,BANGU,Local,30,1,"1,0"
AVENIDA DOUTORA MARIA ESTRELA,BANGU,Coletora,50,2,"1,5"
AVENIDA EMBAIXADOR PIMENTEL BRANDÃO,BANGU,Local,30,1,"1,0"
AVENIDA ENGENHEIRO PIRES REBELO,BANGU,Local,30,1,"1,0"
AVENIDA ETIÓPIA,BANGU,Coletora,30,2,"1,0"
AVENIDA FRANCISCO BRÍCIO,BANGU,Local,30,1,"1,0"
AVENIDA JOAQUIM CAMARA FERREIRA,BANGU,Local,30,1,"1,0"
AVENIDA JOSINO FERNANDES,BANGU,Local,30,1,"1,0"
AVENIDA MARROCOS,BANGU,Coletora,30,2,"1,0"
AVENIDA MINISTRO ARI FRANCO,BANGU,Coletora,50,2,"1,5"
AVENIDA RAUL BARROS VIEIRA,BANGU,Local,30,1,"1,0"
AVENIDA RIBEIRO DANTAS,BANGU,Coletora,40,2,"1,2"
AVENIDA SARGENTO ALBERTO DA COSTA,BANGU,Coletora,40,2,"1,2"
BECO  DA LIGAÇÃO,BANGU,Local,20,1,"1,0"
BECO 115,BANGU,Local,20,1,"1,0"
BECO DA ESPERANÇA,BANGU,Local,20,1,"1,0"
BECO SÃO JORGE,BANGU,Local,30,1,"1,0"
CAMINHO BICA DO PADRE,BANGU,Local,20,1,"1,0"
CAMINHO DA AMENDOEIRA,BANGU,Local,20,1,"1,0"
CAMINHO DA ESPERANÇA,BANGU,Local,20,1,"1,0"
CAMINHO DA GRANJA,BANGU,Local,20,1,"1,0"
CAMINHO DA REPRESA,BANGU,Local,20,1,"1,0"
CAMINHO DO BORGES,BANGU,Local,20,1,"1,0"
CAMINHO DO CARRANCA,BANGU,Local,20,1,"1,0"
CAMINHO DO ENCANAMENTO (N.R.),BANGU,Local,30,1,"1,0"
CAMINHO DO LÚCIO,BANGU,Local,30,1,"1,0"
CAMINHO DO QUILOMBO,BANGU,Local,20,1,"1,0"
CAMINHO DOS CARDOSOS,BANGU,Local,20,1,"1,0"
CAMINHO DOS FERNANDES,BANGU,Local,20,1,"1,0"
CAMINHO DOS PONTES,BANGU,Local,30,1,"1,0"
CAMINHO PROJETADO,BANGU,Local,20,1,"1,0"
ESTRADA CANCELA PRETA,BANGU,Coletora,30,2,"1,0"
ESTRADA CANTOR JOSÉ RICARDO,BANGU,Local,20,1,"1,0"
ESTRADA CASTRO ALVES,BANGU,Local,30,1,"1,0"
ESTRADA DA ÁGUA BRANCA,BANGU,Coletora,50,2,"1,5"
ESTRADA DE REALENGO,BANGU,Coletora,40,2,"1,2"
ESTRADA DO ENGENHO,BANGU,Coletora,40,2,"1,2"
ESTRADA DO GERICINÓ,BANGU,Local,30,1,"1,0"
ESTRADA DO GUANDU DO SENA,BANGU,Coletora,40,2,"1,2"
ESTRADA DO QUAFÁ,BANGU,Arterial secundária,60,3,"2,0"
ESTRADA DO TAQUARAL,BANGU,Coletora,30,2,"1,0"
ESTRADA DOS SETE RIACHOS,BANGU,Arterial secundária,60,3,"2,0"
ESTRADA EMÍLIO MAURELL FILHO,BANGU,Local,20,1,"1,0"
ESTRADA MARAVILHA,BANGU,Coletora,30,2,"1,0"
ESTRADA PORTO NACIONAL,BANGU,Coletora,40,2,"1,2"
ESTRADA SARGENTO MIGUEL FILHO,BANGU,Coletora,30,2,"1,0"
PRAÇA BRASILAVA,BANGU,Local,30,1,"1,0"
PRAÇA DA FÉ,BANGU,Local,30,1,"1,0"
PRAÇA DAS JURAS,BANGU,Local,30,1,"1,0"
PRAÇA DAS LIRAS,BANGU,Local,30,1,"1,0"
PRAÇA DO NORDESTE,BANGU,Local,30,1,"1,0"
PRAÇA DONA MORENINHA,BANGU,Local,30,1,"1,0"
PRAÇA DOS SALMOS,BANGU,Local,30,1,"1,0"
PRAÇA GUAICURUS PIRANEMA,BANGU,Coletora,40,2,"1,2"
PRAÇA JACARTA,BANGU,Local,30,1,"1,0"
PRAÇA JARDIMIRIM,BANGU,Local,30,1,"1,0"
PRAÇA JOEL CAMARGO,BANGU,Local,30,1,"1,0"
PRAÇA JORNALISTA HUMBERTO CALDERARO,BANGU,Local,30,1,"1,0"
PRAÇA JOSÉ GONZALES,BANGU,Local,30,1,"1,0"
PRAÇA MANOEL FIEL FILHO,BANGU,Local,30,1,"1,0"
PRAÇA MIGUEL PEDRO,BANGU,Coletora,30,2,"1,0"
PRAÇA NOEL DE CARVALHO,BANGU,Local,30,1,"1,0"
PRAÇA PERDÕES,BANGU,Coletora,50,2,"1,5"
PRAÇA PETRARCA - PAL 18950,BANGU,Local,30,1,"1,0"
PRAÇA PIQUIROBI,BANGU,Coletora,30,2,"1,0"
PRAÇA SANTA JOANA D´ARC,BANGU,Local,30,1,"1,0"
PRAÇA SERAFIM DE OLIVEIRA,BANGU,Local,30,1,"1,0"
PRAÇA SILVINHA TELES,BANGU,Local,30,1,"1,0"
PRAÇA TRINAS FOX,BANGU,Local,20,1,"1,0"
RUA A,BANGU,Local,30,1,"1,0"
RUA A - A - A -A,BANGU,Local,30,1,"1,0"
RUA ABAETE,BANGU,Local,30,1,"1,0"
RUA ABELARDO BITTENCOURT,BANGU,Local,30,1,"1,0"
RUA ABELARDO RAUSH ALCANTARA,BANGU,Local,30,1,"1,0"
RUA ACANTO,BANGU,Local,30,1,"1,0"
RUA ACESITA,BANGU,Local,30,1,"1,0"
RUA ADALGIZA MARIA DA SILVA,BANGU,Local,30,1,"1,0"
RUA ADONIS,BANGU,Local,30,1,"1,0"
RUA ADRIANA JANACOPULOS,BANGU,Local,30,1,"1,0"
RUA AFFONSO CONRADO DA CRUZ,BANGU,Local,30,1,"1,0"
RUA AGLAIA,BANGU,Local,30,1,"1,0"
RUA AGRÍCOLA,BANGU,Local,30,1,"1,0"
RUA AILANTO,BANGU,Local,30,1,"1,0"
RUA AIRES DE SOUZA,BANGU,Local,30,1,"1,0"
RUA AJUARA,BANGU,Local,30,1,"1,0"
RUA ALBERTO FERREIRA DE SOUZA,BANGU,Local,30,1,"1,0"
RUA ALBUQUERQUE,BANGU,Local,30,1,"1,0"
RUA ALCERI GOMES,BANGU,Local,30,1,"1,0"
RUA ALCERI MARIA DA SILVA,BANGU,Local,30,1,"1,0"
RUA ALCIDES TEIXEIRA,BANGU,Local,30,1,"1,0"
RUA ALDO RIBEIRO,BANGU,Local,30,1,"1,0"
RUA ALENICIO FERREIRA PINTO,BANGU,Local,30,1,"1,0"
RUA ALEXANDRE DA SILVA LOUREIRO,BANGU,Local,30,1,"1,0"
RUA ALEXANDRE VANNUCCHI LEME,BANGU,Local,30,1,"1,0"
RUA ALFREDO ARAUJO,BANGU,Local,30,1,"1,0"
RUA ALFREDO CARNEIRO,BANGU,Local,30,1,"1,0"
RUA ALFREDO COUTINHO,BANGU,Local,30,1,"1,0"
RUA ALMAQUIO DINIZ,BANGU,Local,30,1,"1,0"
RUA ALTO KENNEDY,BANGU,Local,20,1,"1,0"
RUA ALVILÂNDIA,BANGU,Local,30,1,"1,0"
RUA AMANAIARA,BANGU,Local,30,1,"1,0"
RUA AMANAJO,BANGU,Local,30,1,"1,0"
RUA AMANCIO DA SILVA,BANGU,Local,30,1,"1,0"
RUA AMETISTA PORTO,BANGU,Local,30,1,"1,0"
RUA AMOR PERFEITO,BANGU,Local,30,1,"1,0"
RUA AMSTERDAM,BANGU,Local,30,1,"1,0"
RUA AMÉRICO JACOMINO,BANGU,Local,30,1,"1,0"
RUA AMÉRICO SALOMÃO,BANGU,Local,30,1,"1,0"
RUA ANESIA PINHEIRO MACHADO,BANGU,Local,30,1,"1,0"
RUA ANGELA DO AMARAL RANGEL,BANGU,Local,30,1,"1,0"
RUA ANGÉLICAS DO TAQUARAL,BANGU,Local,20,1,"1,0"
RUA ANTENOR CORREIA,BANGU,Local,30,1,"1,0"
RUA ANTENOR DE CARVALHO,BANGU,Local,30,1,"1,0"
RUA ANTENOR FERREIRA,BANGU,Local,30,1,"1,0"
RUA ANTONIO BRASIL,BANGU,Local,30,1,"1,0"
RUA ANTONIO CANEDO,BANGU,Local,30,1,"1,0"
RUA ANTONIO CARLOS BICALHO LANA,BANGU,Local,30,1,"1,0"
RUA ANTONIO CARLOS CABRAL,BANGU,Local,30,1,"1,0"
RUA ANTONIO CARLOS DE CARVALHO,BANGU,Local,30,1,"1,0"
RUA ANTONIO CRUZ RODRIGUES,BANGU,Local,20,1,"1,0"
RUA ANTONIO FRAGA,BANGU,Local,30,1,"1,0"
RUA ANTONIO GONÇALVES,BANGU,Local,30,1,"1,0"
RUA ANTONIO LUIZ DE MIRANDA,BANGU,Local,30,1,"1,0"
RUA ANTONIO SERGIO DE MATTOS,BANGU,Local,30,1,"1,0"
RUA ANTÔNIO CERÁZIO,BANGU,Local,30,1,"1,0"
RUA ARABELA,BANGU,Local,30,1,"1,0"
RUA ARACITABA,BANGU,Local,30,1,"1,0"
RUA ARAQUEM,BANGU,Coletora,30,2,"1,0"
RUA ARARI,BANGU,Local,30,1,"1,0"
RUA ARARUAMA,BANGU,Local,30,1,"1,0"
RUA ARCELINA MOCHEL,BANGU,Local,30,1,"1,0"
RUA ARGENTINO PIRES DE OLIVEIRA,BANGU,Local,30,1,"1,0"
RUA ARGIRITA,BANGU,Local,30,1,"1,0"
RUA ARIMBU,BANGU,Local,30,1,"1,0"
RUA ARIOLDANTINO VIEIRA,BANGU,Local,10,1,"1,0"
RUA ARNALDO HENRIQUE,BANGU,Local,30,1,"1,0"
RUA ARRANJO DAS TULIPAS,BANGU,Local,30,1,"1,0"
RUA ARTHUR LEMOS,BANGU,Local,30,1,"1,0"
RUA ARTUR TONY,BANGU,Local,20,1,"1,0"
RUA ATAIDE DA SILVA,BANGU,Local,10,1,"1,0"
RUA AURORA DO NORTE,BANGU,Local,30,1,"1,0"
RUA AURORA MARIA NASCIMENTO FURTADO,BANGU,Local,30,1,"1,0"
RUA AVANY RIBEIRO,BANGU,Local,20,1,"1,0"
RUA AVILA,BANGU,Local,30,1,"1,0"
RUA AYRTON SENNA,BANGU,Local,20,1,"1,0"
RUA AZALEIAS DO TAQUARAL,BANGU,Local,30,1,"1,0"
RUA AZALÉIAS DO TAQUARAL,BANGU,Local,30,1,"1,0"
RUA B,BANGU,Local,30,1,"1,0"
RUA BACABAL,BANGU,Local,30,1,"1,0"
RUA BACURAU,BANGU,Local,30,1,"1,0"
RUA BAIA FORMOSA,BANGU,Local,30,1,"1,0"
RUA BAIXADA SANTISTA,BANGU,Local,30,1,"1,0"
RUA BALSA NOVA,BANGU,Local,30,1,"1,0"
RUA BANGU,BANGU,Local,30,1,"1,0"
